2444483352, 1
2444804780, 1
244808030, 1
245970658, 1
2462247966, 1
2476208768, 1
2481200448, 1
2499922645, 1
250019502, 1
250645562, 1
2527442282, 1
2532135561, 1
25507308, 1
2558169572, 1
256051523, 1
2577843735, 1
259139318, 1
2596423866, 1
263920631, 1
2641211740, 1
2642655806, 1
2675983039, 1
2688868016, 1
270472440, 1
271458239, 1
272121120, 1
2752242934, 1
2763354004, 1
2783924411, 1
2790601415, 1
2792443824, 1
2805340929, 1
2840542213, 1
2844553761, 1
2846410981, 1
2855099577, 1
2856856405, 1
2859962410, 1
2877305570, 1
2889365683, 1
2899116833, 1
290494853, 1
2906440417, 1
290734286, 1
290925883, 1
291594394, 1
2916170922, 1
2917922532, 1
293359929, 1
2942417632, 1
296178601, 1
3008527726, 1
301071486, 1
3013763124, 1
30638954, 1
3064106563, 1
311505461, 1
3134399143, 1
314030119, 1
315458934, 1
3163287565, 1
317296274, 1
317336535, 1
318768709, 1
321281383, 1
329103684, 1
329481796, 1
32988810, 1
3342780699, 1
335837698, 1
338031335, 1
341146276, 1
3418250561, 1
342527071, 1
343307517, 1
345318456, 1
357897494, 1
358733502, 1
36174874, 1
362075658, 1
362675330, 1
364275391, 1
364545427, 1
365665311, 1
365993895, 1
36897295, 1
370595287, 1
376821900, 1
378028393, 1
378228984, 1
381666513, 1
382525185, 1
383292062, 1
383825758, 1
389652102, 1
389715862, 1
391572279, 1
393480403, 1
393980520, 1
396515695, 1
39661642, 1
396625283, 1
400300086, 1
401575582, 1
402955893, 1
406165467, 1
407689676, 1
407770732, 1
40831469, 1
409118790, 1
410403665, 1
418140622, 1
418641071, 1
421847529, 1
425759519, 1
425908255, 1
4264220174, 1
433304048, 1
434591482, 1
438437579, 1
438955880, 1
439704967, 1
439875805, 1
441483457, 1
443030647, 1
44857059, 1
450891761, 1
45110939, 1
453052223, 1
45434489, 1
1136566969, 1
114541436, 1
118386377, 1
121080165, 1
1223669587, 1
122721332, 1
125088832, 1
1326731076, 1
1386890102, 1
1387377110, 1
1395374546, 1
1398673159, 1
457808323, 1
459680754, 1
463045937, 1
465431316, 1
466686655, 1
469306120, 1
469580096, 1
470227974, 1
475175670, 1
476264444, 1
476496615, 1
477087533, 1
141223622, 1
478994018, 1
479815906, 1
480715104, 1
481016648, 1
481632109, 1
482131412, 1
48357793, 1
486198118, 1
486966473, 1
492516531, 1
495077879, 1
496968634, 1
497258691, 1
501764279, 1
1442637312, 1
14492555, 1
1449847652, 1
14516139, 1
147528665, 1
153439655, 1
154197349, 1
1543392469, 1
1567482860, 1
15682749, 1
1624050403, 1
1629520862, 1
1664948012, 1
16649872, 1
1669774705, 1
1684391718, 1
170745775, 1
181191549, 1
183638275, 1
1911524743, 1
197602470, 1
198656514, 1
20219315, 1
202602943, 1
203036898, 1
20455924, 1
217350735, 1
217615594, 1
2243809497, 1
2244762307, 1
2273637470, 1
